CLIENTE;CLI;CLASE DE DOC;NRO. VA01/VA21;POS VA01/VA21;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;DESCRIPCION ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA ENTREGA ESPERADA;FECHA EMISION SOLPED;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;FECHA APROBACION SOLPED;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;GRUPO DE COMPRA OC;FECHA RECEPCION;NRO POSICION RECEPCION 1;Q RECEP. DE OC;ALMACEN RECEPCION 1;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;FECHA SELLO;OPERADOR PICKING;FECHA PICKING;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA CONTABILIZACION VL;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA DE CARGA;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;FECHA CUMPLIMIENTO FINAL UNIFICADA;dTIEMPO DE APROBACION SOLPED;dCOLOCACION OC;dTIEMPOS DE APROBACION OC;dENTREGA VA01/OC;dPRIMERA RECEPCIÓN - ENTREGA;dCAMION;Source.Name;dTRASLADO;dENTREGA AL CLIENTE;ENTREGADOS FT;dTIEMPO EMISION / ENTREGA;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEMBALAJE;DIF_ENTREGA_SELLO;dALMACEN;dEXPEDICION;dREGISTRO DE ALMACENAMIENTO;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;CARACTER DE GC;CARACTER ALMACEN RECEPCION 1;LIBERACION SOLPED CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;EXPEDICION CS;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;REGISTRO DE ALMACENAMIENTO OBRA;TRASLADO ALMACEN OBRA;TRASLADO CS;ALMACEN ROSARIO;ALMACEN SAN JUAN;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;PICKING ALMACEN ROSARIO;PICKING ALMACEN SAN JUAN;EMBALAJE ALMACEN ROSARIO;EMBALAJE ALMACEN SAN JUAN;EXPEDICION ALMACEN OBRA;MES ENTREGA;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;COLOCACION OC AGV;LIBERACION OC AGV;ENTREGA DEL PROVEEDOR AGV;PLAZO DE ENTREGA EXCEDIDO AGV;ALMACEN OBRA;dPREPARACION;FECHAENTREGAMUYCERCANA;dTRANSPORTEyALM;PREPARACION;TRANSPORTEyALM;EQUIPOS MENORES;CADENA DE SUMINISTRO;ALMACÉN ;BLEN;COMPRAS;COMPRAS EQUIPOS;COMPRAS AGV;0
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070742;10;PEDIDO MAESTRANZA;;0;;;;MREYNA;1011356;5;Materiales usuales;CUMPLIDO;SECADOR DE PISO 50CM;MR01;1;22/7/2025;10126707;90;1;11/8/2025;22/7/2025;4500104763;70;0374;1;24/7/2025;29/7/2025;29/7/2025;8/8/2025;22/8/2025;SCHVAB JULIO CESAR;5;0;;5;5000142187;374;15/8/2025;2;1;0374;LFALCON;;;0;0;15/8/2025;;;;;;;;0;;;;;4900353177;5;15/8/2025;15/8/2025;;5;;;;;;;0;1;;2;0;;;-4;0;;;0;0;SEDE;PROYECTO;;;;;;;;;4;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070742;80;PEDIDO MAESTRANZA;;0;;;;MREYNA;1009591;5;Materiales usuales;CUMPLIDO;CESTO PLASTICO NEGRO 90 CM;MR01;1;22/7/2025;10126707;80;1;11/8/2025;22/7/2025;4500104763;60;0374;1;24/7/2025;29/7/2025;29/7/2025;8/8/2025;22/8/2025;SCHVAB JULIO CESAR;5;0;;5;5000142187;374;15/8/2025;1;1;0374;LFALCON;;;0;0;15/8/2025;;;;;;;;0;;;;;4900353177;5;15/8/2025;15/8/2025;;5;;;;;;;0;1;;2;0;;;-4;0;;;0;0;SEDE;PROYECTO;;;;;;;;;4;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070813;10;NIVELES 3 BURBUJAS;;0;;;;MREYNA;1042813;10;Materiales usuales;CUMPLIDO;NIVEL BULIT 3 BURBUJAS ALUMINIO 40CM.;MR01;1;23/7/2025;10126798;10;1;12/8/2025;23/7/2025;4500104602;80;0374;1;24/7/2025;26/7/2025;26/7/2025;8/8/2025;21/8/2025;SCHVAB JULIO CESAR;10;0;;10;5000142251;374;15/8/2025;6;2;0374;LFALCON;;;0;0;15/8/2025;;;;;;;;0;;;;;4900347921;10;30/7/2025;15/8/2025;;2;;;;;;;-16;1;;3;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070813;20;NIVELES 3 BURBUJAS;;0;;;;MREYNA;1042814;10;Materiales usuales;CUMPLIDO;NIVEL BULIT 3 BURBUJAS ALUMINIO 60CM.;MR01;1;23/7/2025;10126798;20;1;12/8/2025;23/7/2025;4500104602;70;0374;1;24/7/2025;26/7/2025;26/7/2025;8/8/2025;21/8/2025;SCHVAB JULIO CESAR;10;0;;10;5000142251;374;15/8/2025;5;2;0374;LFALCON;;;0;0;15/8/2025;;;;;;;;0;;;;;4900347921;10;30/7/2025;15/8/2025;;2;;;;;;;-16;1;;3;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;10;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012782;1;Materiales genericos;CUMPLIDO;"TEE DE ACERO AL CARBONO 4""";MR01;1;24/7/2025;10126834;10;1;13/8/2025;24/7/2025;4500105429;70;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;1;0;;1;5000142313;374;16/8/2025;6;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;1;16/8/2025;16/8/2025;;13;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;20;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012787;1;Materiales genericos;CUMPLIDO;"VALVULA ESFERICA 4"" S150";MR01;1;24/7/2025;10126834;20;1;13/8/2025;24/7/2025;4500105429;60;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;1;0;;1;5000142313;374;16/8/2025;5;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;1;16/8/2025;16/8/2025;;13;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;30;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012782;1;Materiales genericos;CUMPLIDO;"ADAPTADOR BRIDA AC AL CARBONO A HDPE 4""";MR01;1;24/7/2025;10126834;30;1;13/8/2025;24/7/2025;4500105429;80;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;1;0;;1;5000142677;374;20/8/2025;1;1;0374;LFALCON;;;0;0;20/8/2025;;;;;;;;0;;;;;4900354693;1;20/8/2025;20/8/2025;;13;;;;;;;0;1;;0;0;;;-7;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;7;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;40;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012896;8;Materiales genericos;CUMPLIDO;ESPARRAGO Ø16MM 20CM;MR01;1;24/7/2025;10126834;40;1;13/8/2025;24/7/2025;4500105429;30;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;8;0;;8;5000142313;374;16/8/2025;3;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;8;16/8/2025;16/8/2025;;13;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;50;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012896;56;Materiales genericos;CUMPLIDO;ESPARRAGO Ø19MM 20CM;MR01;1;24/7/2025;10126834;50;1;13/8/2025;24/7/2025;4500105429;20;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;56;0;;56;5000142313;374;16/8/2025;2;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;56;16/8/2025;16/8/2025;;13;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;60;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012184;112;Materiales usuales;CUMPLIDO;ARANDELA GROWER 3 4PG;MR01;1;24/7/2025;10126834;60;1;13/8/2025;24/7/2025;4500105938;40;0374;1;24/7/2025;13/8/2025;13/8/2025;13/8/2025;20/8/2025;CUYUL LUIS FRANCISCO;112;0;;112;5000142373;374;18/8/2025;4;1;0374;LFALCON;;;0;0;18/8/2025;;;;;;;;0;;;;;4900353772;112;18/8/2025;18/8/2025;;20;;;;;;;0;1;;-1;0;;;-5;0;;;0;0;SEDE;PROYECTO;;;;;;;15;;5;1;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;70;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1042824;16;Materiales usuales;CUMPLIDO;ARANDELA GROWER 5/8 PG;MR01;1;24/7/2025;10126834;70;1;13/8/2025;24/7/2025;4500105938;10;0374;1;24/7/2025;13/8/2025;13/8/2025;13/8/2025;20/8/2025;CUYUL LUIS FRANCISCO;16;0;;16;5000142373;374;18/8/2025;1;1;0374;LFALCON;;;0;0;18/8/2025;;;;;;;;0;;;;;4900353772;16;18/8/2025;18/8/2025;;20;;;;;;;0;1;;-1;0;;;-5;0;;;0;0;SEDE;PROYECTO;;;;;;;15;;5;1;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;80;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012896;16;Materiales genericos;CUMPLIDO;TUERCA P ESPARRAGO Ø16MM;MR01;1;24/7/2025;10126834;80;1;13/8/2025;24/7/2025;4500105429;40;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;16;0;;16;5000142313;374;16/8/2025;4;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;16;16/8/2025;16/8/2025;;13;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;90;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012193;112;Materiales usuales;CUMPLIDO;ARANDELA PLANA 3 4PG;MR01;1;24/7/2025;10126834;90;1;13/8/2025;24/7/2025;4500105938;30;0374;1;24/7/2025;13/8/2025;13/8/2025;13/8/2025;20/8/2025;CUYUL LUIS FRANCISCO;112;0;;112;5000142373;374;18/8/2025;3;1;0374;LFALCON;;;0;0;18/8/2025;;;;;;;;0;;;;;4900353772;112;18/8/2025;18/8/2025;;20;;;;;;;0;1;;-1;0;;;-5;0;;;0;0;SEDE;PROYECTO;;;;;;;15;;5;1;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;100;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012896;112;Materiales genericos;CUMPLIDO;TUERCA P ESPARRAGO Ø19MM;MR01;1;24/7/2025;10126834;100;1;13/8/2025;24/7/2025;4500105429;10;0374;1;24/7/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;112;0;;112;5000142313;374;16/8/2025;1;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;112;16/8/2025;16/8/2025;;13;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;8;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;110;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012195;16;Materiales usuales;CUMPLIDO;ARANDELA PLANA 5 8PG;MR01;1;24/7/2025;10126834;110;1;13/8/2025;24/7/2025;4500105938;20;0374;1;24/7/2025;13/8/2025;13/8/2025;13/8/2025;20/8/2025;CUYUL LUIS FRANCISCO;16;0;;16;5000142373;374;18/8/2025;2;1;0374;LFALCON;;;0;0;18/8/2025;;;;;;;;0;;;;;4900353772;16;18/8/2025;18/8/2025;;20;;;;;;;0;1;;-1;0;;;-5;0;;;0;0;SEDE;PROYECTO;;;;;;;15;;5;1;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070841;120;PM OBRA CIVIL 23.07.;;0;;;;MREYNA;1012791;8;Materiales genericos;CUMPLIDO;"BRIDA WELDING NECK 4"" ASTM A105 - S 150";MR01;1;24/7/2025;10126834;120;1;13/8/2025;4/8/2025;4500105429;100;0374;1;4/8/2025;6/8/2025;6/8/2025;12/8/2025;18/8/2025;OIL METAL SA;8;0;;8;5000142313;374;16/8/2025;7;1;0374;LFALCON;;;0;0;16/8/2025;;;;;;;;0;;;;;4900353554;8;16/8/2025;16/8/2025;;2;;;;;;;0;1;;0;0;;;-3;0;;;0;0;SEDE;PROYECTO;;;;;;;;;3;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070853;30;REP STOCK 0374;;0;;;;AGUERRERO;1016983;20;Materiales Stock S/Devol;CUMPLIDO;CUCHARA ALBANIL FORJADA 7PG;MR01;1;24/7/2025;10126848;30;1;13/8/2025;24/7/2025;4500104881;10;0374;1;26/7/2025;30/7/2025;30/7/2025;10/8/2025;21/8/2025;SCHVAB JULIO CESAR;20;0;;20;5000142195;374;15/8/2025;1;1;0374;LFALCON;;8000074668;20;1;15/8/2025;LFALCON;15/8/2025;;;;15/8/2025;4900353213;20;LFALCON;;15/8/2025;15/8/2025;4900354749;1;20/8/2025;15/8/2025;;4;;;;;;0;5;1;;2;0;0;;-2;0;;0;0;0;SEDE;PROYECTO;;;;;;;;;2;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070860;60;PEDIDO ACUEDUCTO;;0;;;;MREYNA;1042030;80;Materiales usuales;CUMPLIDO;"DISCO FLAP P/AMOLADORA 4"" GRANO 80";MR01;1;24/7/2025;10126853;60;1;13/8/2025;24/7/2025;4500105039;60;0374;1;26/7/2025;1/8/2025;1/8/2025;8/8/2025;21/8/2025;SCHVAB JULIO CESAR;80;0;;80;5000142209;374;15/8/2025;1;3;0374;LFALCON;;;0;0;15/8/2025;;;;;;;;0;;;;;4900349112;80;2/8/2025;15/8/2025;;6;;;;;;;-13;1;;4;0;;;-2;0;;;0;0;SEDE;PROYECTO;;;;;;;1;;2;;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPOE;1000070873;1631;ZPOE SIERRA SABLE 60;;0;;;;MREYNA;1013228;1;Mat. genericos EQP Menor;CUMPLIDO;SIERRA SABLE ELECTRICA 600000367;MR01;1;24/7/2025;;0;0;24/7/2025;;;0;;0;;;;;;;0;1;;0;;;;0;0;;;;8000073427;1;1;;JMORENO;24/7/2025;10784;EQUIPOS MENORES 374;PAPPELLA;1/8/2025;;0;;28/7/2025;;;;0;;1/8/2025;;0;;;;;;;0;1;;;;;;;;;;1;0;EQUIPOS MENORES;PROYECTO;;;;;;;;;;;;;;;;;;;;;;;julio;;;;;;;;;;0;1;8;;;;1;;;;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070914;10;LENTES RECETADOS INA;;0;;;;MREYNA;1011768;1;Materiales usuales;CUMPLIDO;ANTEOJO DE SEGURIDAD P RECETADOS INALEF;MR01;22;25/7/2025;10126903;10;1;14/8/2025;25/7/2025;4500105269;10;2001;1;26/7/2025;5/8/2025;5/8/2025;11/8/2025;20/8/2025;MADRID FABIANA MARTA;1;0;;1;5000142878;374;21/8/2025;1;1;2001;AITURRIETA;;8000075078;1;1;21/8/2025;AITURRIETA;21/8/2025;11126;1B CAM MENDOCINA 25.08.2025;MMORALES;25/8/2025;4900359394;1;CCONTHE;25/8/2025;4/9/2025;3/9/2025;4900359446;1;4/9/2025;3/9/2025;;10;;;;;;9;0;1;;-19;0;0;4;-7;4;0;1;0;0;SEDE;TRANSITORIO ROSARIO;;;;;;;5;;7;19;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070914;20;LENTES RECETADOS INA;;0;;;;MREYNA;1011768;1;Materiales usuales;CUMPLIDO;CRISTAL P RECETADOS INALEF MARIANO;MR01;22;25/7/2025;10126903;20;1;14/8/2025;25/7/2025;4500105269;20;2001;1;26/7/2025;5/8/2025;5/8/2025;11/8/2025;20/8/2025;MADRID FABIANA MARTA;1;0;;1;5000142878;374;21/8/2025;2;1;2001;AITURRIETA;;8000075078;1;1;21/8/2025;AITURRIETA;21/8/2025;11126;1B CAM MENDOCINA 25.08.2025;MMORALES;25/8/2025;4900359394;1;CCONTHE;25/8/2025;4/9/2025;3/9/2025;4900359446;1;4/9/2025;3/9/2025;;10;;;;;;9;0;1;;-19;0;0;4;-7;4;0;1;0;0;SEDE;TRANSITORIO ROSARIO;;;;;;;5;;7;19;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAS;1000070934;20;REP STOCK 0374;;0;;;;AGUERRERO;1002480;12;Materiales Stock;CUMPLIDO;FILTRO ACEITE;MR01;1;25/7/2025;;0;0;14/8/2025;;;0;;0;;;;;;;0;0;;0;;;;16;0;0374;;;8000073512;12;6;;PAPPELLA;30/7/2025;10822;3 LB 374;LBARTON;31/7/2025;4900354248;12;ACHIAINO;30/7/2025;19/8/2025;19/8/2025;;0;;19/8/2025;;0;;;;;;19;0;1;;;;5;0;;5;1;0;1;0;PAÑOL;PROYECTO;;;;;;;;;;;;8;1;;;;;;;;;;agosto;;;;;;;;;;;1;;;;;1;;1;;;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000070935;90;REP STOCK 0374;;0;;;;AGUERRERO;1016957;16;Materiales Stock S/Devol;CUMPLIDO;SEPARADOR A4 PLASTICO C LENGUETAS;MR01;1;25/7/2025;10126934;90;1;14/8/2025;25/7/2025;4500106609;10;0374;2;26/7/2025;21/8/2025;21/8/2025;21/8/2025;21/8/2025;SINELLI MAURICIO ALEJANDRO;16;0;;16;5000142949;374;22/8/2025;1;1;0374;LFALCON;;8000075127;16;1;22/8/2025;LFALCON;22/8/2025;;;;22/8/2025;4900355386;16;LFALCON;;22/8/2025;22/8/2025;;0;;22/8/2025;;26;;;;;;0;0;1;;-8;0;0;;-8;0;;0;0;0;SEDE;PROYECTO;;;;;;;21;;8;8;;;;;;;;;;;;;agosto;;;;;;;;;;;;;;;;;;;1;;;1
00374 TERMINAL PUNTA COLORADA;00374;ZPAS;1000070971;20;REP STOCK 0374;;0;;;;AGUERRERO;1001971;166;Materiales Stock;CUMPLIDO;ESMALTE SINT. AEROSOL ROJO X 440CC;MR01;1;26/7/2025;;0;0;15/8/2025;;;0;;0;;;;;;;0;0;;0;;;;3;0;0374;;;8000073516;166;6;;PAPPELLA;30/7/2025;10822;3 LB 374;LBARTON;31/7/2025;4900354429;166;ACHIAINO;30/7/2025;19/8/2025;19/8/2025;;0;;19/8/2025;;0;;;;;;19;0;1;;;;4;0;;4;1;0;1;0;PAÑOL;PROYECTO;;;;;;;;;;;;8;1;;;;;;;;;;agosto;;;;;;;;;;;1;;;;;1;;1;;;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000071149;10;OT 50019801;;0;;;;DSUAREZ;1023488;1;Materiales Stock;CUMPLIDO;KIT REPARACIÓN CILIND DESP. LATERAL HOJA;MR01;22;30/7/2025;10127185;10;1;20/8/2025;30/7/2025;4500105399;10;2001;1;30/7/2025;6/8/2025;6/8/2025;20/8/2025;20/8/2025;FINNING ARGENTINA S.A.;1;0;;1;5000143822;C03;29/8/2025;1;1;2001;FGORGONA;;8000075524;1;1;29/8/2025;FGORGONA;29/8/2025;11219;1 LB 374;LBARTON;2/9/2025;4900359420;1;CCONTHE;30/8/2025;4/9/2025;3/9/2025;;0;;3/9/2025;;7;;;;;;1;0;1;;-22;0;0;1;-9;1;3;1;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;1;;;;;;;;;;;;;;;;;agosto;2;;9;22;;;;;;;;;;;;;;1;;1;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000071151;30;OT 50019800;;0;;;;DSUAREZ;1042913;1;Materiales Stock;CUMPLIDO;CODO ADAPTADOR 90;MR01;22;30/7/2025;10127187;30;1;20/8/2025;30/7/2025;4500105191;20;2001;1;30/7/2025;4/8/2025;4/8/2025;8/8/2025;15/8/2025;AGRONORTE S.R.L.;1;0;;1;5000142368;C29;18/8/2025;2;1;2001;FGORGONA;;8000074776;1;1;18/8/2025;FGORGONA;18/8/2025;11032;1 BULTO 374 CC;CCARRIL;23/8/2025;4900356171;1;LFALCON;18/8/2025;25/8/2025;25/8/2025;;0;;25/8/2025;;5;;;;;;2;0;1;;-10;0;0;0;2;0;5;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;1;;;;;;;;;;;;;;;;;agosto;;;;10;;;;;;;;;;;;;;1;;1;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000071151;40;OT 50019800;;0;;;;DSUAREZ;1042914;1;Materiales Stock;CUMPLIDO;RACORD ADAPTADOR;MR01;22;30/7/2025;10127187;40;1;20/8/2025;30/7/2025;4500105191;30;2001;1;30/7/2025;4/8/2025;4/8/2025;8/8/2025;15/8/2025;AGRONORTE S.R.L.;1;0;;1;5000142368;C29;18/8/2025;3;1;2001;FGORGONA;;8000074776;1;1;18/8/2025;FGORGONA;18/8/2025;11032;1 BULTO 374 CC;CCARRIL;23/8/2025;4900356171;1;LFALCON;18/8/2025;25/8/2025;25/8/2025;;0;;25/8/2025;;5;;;;;;2;0;1;;-10;0;0;0;2;0;5;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;1;;;;;;;;;;;;;;;;;agosto;;;;10;;;;;;;;;;;;;;1;;1;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000071151;50;OT 50019800;;0;;;;DSUAREZ;1035082;1;Materiales Stock;CUMPLIDO;MANGUERA HIDRAULICA;MR01;22;30/7/2025;10127187;50;1;20/8/2025;30/7/2025;4500105191;40;2001;1;30/7/2025;4/8/2025;4/8/2025;8/8/2025;15/8/2025;AGRONORTE S.R.L.;1;0;;1;5000142368;C29;18/8/2025;4;1;2001;FGORGONA;;8000074776;1;1;18/8/2025;FGORGONA;18/8/2025;11032;1 BULTO 374 CC;CCARRIL;23/8/2025;4900356171;1;LFALCON;18/8/2025;25/8/2025;25/8/2025;;0;;25/8/2025;;5;;;;;;2;0;1;;-10;0;0;0;2;0;5;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;1;;;;;;;;;;;;;;;;;agosto;;;;10;;;;;;;;;;;;;;1;;1;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000071161;10;REP STOCK 0374;;0;;;;AGUERRERO;1029584;2;Materiales Stock;CUMPLIDO;CORREA TRAPEZOIDAL;MR01;22;30/7/2025;10127214;10;1;20/8/2025;30/7/2025;4500105191;10;2001;1;30/7/2025;4/8/2025;4/8/2025;8/8/2025;15/8/2025;AGRONORTE S.R.L.;2;0;;2;5000142368;C29;18/8/2025;1;1;2001;FGORGONA;;8000074775;2;1;18/8/2025;FGORGONA;18/8/2025;11032;1 BULTO 374 CC;CCARRIL;22/8/2025;4900356138;2;LFALCON;18/8/2025;25/8/2025;25/8/2025;;0;;25/8/2025;;5;;;;;;3;0;1;;-10;0;0;0;2;0;4;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;1;;;;;;;;;;;;;;;;;agosto;;;;10;;;;;;;;;;;;;;1;;1;;2
00374 TERMINAL PUNTA COLORADA;00374;ZPAN;1000071222;20;PM78 - Joaquin Herzo;;1;;;;DSUAREZ;1015947;10;Materiales genericos;CUMPLIDO;FILTRO DE COMBUSTIBLE LANSS PF-560/1 SC;MR01;22;30/7/2025;10127287;20;1;20/8/2025;30/7/2025;4500105497;20;2001;1;2/8/2025;7/8/2025;7/8/2025;18/8/2025;18/8/2025;PROVIARG SRL;10;0;;10;5000142923;C03;22/8/2025;1;4;2001;FGORGONA;;8000074629;10;2;21/8/2025;LNASUTI;14/8/2025;11016;2 LB 374;LBARTON;16/8/2025;4900356156;10;LFALCON;15/8/2025;25/8/2025;25/8/2025;4900354328;9;19/8/2025;25/8/2025;;5;;;;;;9;-6;1;;-20;1;-8;1;-1;-6;1;0;0;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;;;;;;;;;;agosto;;;1;20;;;;;;;;;;;;;;;;1;;1
