CLIENTE;CLI;CLASE DE DOC;NRO. VA01/VA21;POS VA01/VA21;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;DESCRIPCION ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA ENTREGA ESPERADA;FECHA EMISION SOLPED;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;FECHA APROBACION SOLPED;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;GRUPO DE COMPRA OC;FECHA RECEPCION;NRO POSICION RECEPCION 1;Q RECEP. DE OC;ALMACEN RECEPCION 1;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;FECHA SELLO;OPERADOR PICKING;FECHA PICKING;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA CONTABILIZACION VL;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA DE CARGA;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;FECHA CUMPLIMIENTO FINAL UNIFICADA;dTIEMPO DE APROBACION SOLPED;dCOLOCACION OC;dTIEMPOS DE APROBACION OC;dENTREGA VA01/OC;dPRIMERA RECEPCIÓN - ENTREGA;dCAMION;Source.Name;dTRASLADO;dENTREGA AL CLIENTE;ENTREGADOS FT;dTIEMPO EMISION / ENTREGA;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEMBALAJE;DIF_ENTREGA_SELLO;dALMACEN;dEXPEDICION;dREGISTRO DE ALMACENAMIENTO;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;CARACTER DE GC;CARACTER ALMACEN RECEPCION 1;LIBERACION SOLPED CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;EXPEDICION CS;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;REGISTRO DE ALMACENAMIENTO OBRA;TRASLADO ALMACEN OBRA;TRASLADO CS;ALMACEN ROSARIO;ALMACEN SAN JUAN;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;PICKING ALMACEN ROSARIO;PICKING ALMACEN SAN JUAN;EMBALAJE ALMACEN ROSARIO;EMBALAJE ALMACEN SAN JUAN;EXPEDICION ALMACEN OBRA;MES ENTREGA;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;COLOCACION OC AGV;LIBERACION OC AGV;ENTREGA DEL PROVEEDOR AGV;PLAZO DE ENTREGA EXCEDIDO AGV;ALMACEN OBRA;dPREPARACION;FECHAENTREGAMUYCERCANA;dTRANSPORTEyALM;PREPARACION;TRANSPORTEyALM;EQUIPOS MENORES;CADENA DE SUMINISTRO;ALMACÉN ;BLEN;COMPRAS;COMPRAS EQUIPOS;COMPRAS AGV;0
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066015;20;REPO GEN MM - 0008;;0;;;;ALAGOS;1013718;10;Materiales Stock S/Devol;CUMPLIDO;T51-RND54 SP BARRA 3700MM MF T51 ALT;MM01;21;1/5/2025;10120448;20;1;22/6/2025;1/5/2025;4500098938;20;2001;1;6/5/2025;13/5/2025;23/5/2025;22/5/2025;12/6/2025;ALL DRILL S.A.;10;0;;10;5000135638;C29;13/6/2025;1;1;2001;FGORGONA;;8000071292;10;1;13/6/2025;FGORGONA;13/6/2025;10290;341 / 1 pallet / LB;LBARTON;18/6/2025;4900339616;10;GQUEVEDO;17/6/2025;30/6/2025;30/6/2025;4900370792;10;7/10/2025;30/6/2025;;7;;;;;;12;99;1;;10;0;0;4;9;4;1;0;1;0;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;;;;;;;2;1;;;;;;;;;;junio;2;;;;;;;;;;;;;;;;;1;;1;;2
00035 CASA SAN LUIS-MM;00341;ZPAS;1000066064;50;REPO MM - 0147;;0;;;;ALAGOS;1002685;1;Materiales Stock;CUMPLIDO;FILTRO AIRE ACONDICIONADO CABINA;MM01;1;2/5/2025;;0;0;22/5/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0035;;;8000069687;1;2;;ERUARTE;24/5/2025;9981;2P CAM MENDOCINA 24.05.2025;ERODRIGUEZ;26/5/2025;4900330486;1;ALAGOS;24/5/2025;29/5/2025;29/5/2025;;0;;29/5/2025;;0;;;;;;3;0;1;;;;22;0;;22;2;0;0;1;PAÑOL;PROYECTO;;;;;;;;;;;;;;;14;;;;15;;;;mayo;;;;;;;;;14;;1;;;;;1;1;;;;;2
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066067;10;OT 50018730 DEPOS.DE;;0;;;;ALAGOS;1015947;2;Materiales genericos;CUMPLIDO;17522033 - Deposito de expansion;MM01;21;2/5/2025;10120528;10;1;22/5/2025;2/5/2025;4500099275;10;2001;1;6/5/2025;16/5/2025;16/5/2025;22/5/2025;26/5/2025;ESCANDINAVIA DEL PLATA SA;2;0;;2;5000133700;C03;27/5/2025;1;1;2001;AITURRIETA;;8000070174;2;1;27/5/2025;MMORALES;28/5/2025;10036;6P CAM MENDOCINA 29.05.2025;MMORALES;29/5/2025;4900332709;2;GQUEVEDO;29/5/2025;5/6/2025;5/6/2025;4900332710;2;5/6/2025;5/6/2025;;10;;;;;;7;0;1;;-21;0;1;1;-5;2;0;0;0;1;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;;;;;;;;;;;;;;;;;;mayo;5;;5;21;;;;;;;;;;;;;;;;1;;1
00341 Mov. Suelos San Luis;00341;ZPAN;1000066083;20;JABONES Y TOALLA;;0;;;;FROSALES;1012841;110;Materiales genericos;CUMPLIDO;TOALLA ALGODON DE MANO;MR01;21;2/5/2025;10120543;20;1;22/5/2025;2/5/2025;4500098763;20;2001;1;6/5/2025;9/5/2025;9/5/2025;22/5/2025;3/7/2025;TODOCORT SRL;110;0;;110;5000137053;C19;30/6/2025;1;2;2001;FGORGONA;;8000069360;110;2;30/6/2025;FGORGONA;14/5/2025;9846;1P 341 WP;WPUCHETA;16/5/2025;4900343348;110;ALAGOS;15/5/2025;14/7/2025;11/7/2025;4900328706;770;23/5/2025;11/7/2025;;3;;;;;;56;-52;1;;-21;0;-47;1;-39;-46;1;3;1;0;SEDE;TRANSITORIO ROSARIO;;;;;;;;;39;21;1;46;1;;;;;;;;;;mayo;;;;;;;;;;;;;;;;1;;1;1;;;3
00341 Mov. Suelos San Luis;00341;ZPAN;1000066186;10;PM DESENGRASANTE;;0;;;;FROSALES;1012841;2;Materiales genericos;CUMPLIDO;TRANSNET MECA SUP DESENGRASANTE X 25 KG;MR01;21;5/5/2025;10120651;10;1;6/6/2025;5/5/2025;4500098787;10;2001;1;6/5/2025;9/5/2025;9/5/2025;20/5/2025;13/6/2025;PELLIZZARI WALTER GABRIEL;2;0;;2;5000136335;C17;23/6/2025;1;2;2001;FGORGONA;;8000069333;2;2;23/6/2025;FGORGONA;13/5/2025;9846;1P 341 WP;WPUCHETA;16/5/2025;4900361683;2;ALAGOS;15/5/2025;10/9/2025;1/9/2025;4900328710;2;23/5/2025;1/9/2025;;3;;;;;;108;-110;1;;-4;0;-41;2;-17;-39;1;9;1;0;SEDE;TRANSITORIO ROSARIO;;;;;;;;;17;4;1;98;1;;;;;;;;;;junio;;;;;;;;;;;;;;;;1;;1;1;;;3
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066204;10;REPO GEN MM - 0009;;0;;;;FROSALES;1036706;12;Materiales Stock S/Devol;CUMPLIDO;"BROCA T51 89MM 3 1/2"" RETRACTIL";MM01;21;5/5/2025;10120666;10;1;22/6/2025;5/5/2025;4500098938;10;2001;1;6/5/2025;13/5/2025;23/5/2025;12/6/2025;30/6/2025;ALL DRILL S.A.;12;0;;12;5000137424;C29;3/7/2025;1;1;2001;FGORGONA;;8000072314;12;1;17/6/2025;FGORGONA;3/7/2025;10520;Bultos 1 LB 341;LBARTON;11/7/2025;4900344085;12;GQUEVEDO;8/7/2025;16/7/2025;16/7/2025;4900370792;12;7/10/2025;16/7/2025;;7;;;;;;5;83;1;;-11;16;0;5;5;21;3;0;1;0;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;1;;;;;;;;;17;;15;;;;4;;junio;2;;;11;;;;;;;;;;;;;1;1;;1;;3
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066516;10;OT 50018786 - 87018;;0;;;;FROSALES;1015947;1;Materiales genericos;CUMPLIDO;88410-0K760 POLEA COMPRESOR A/A;MM01;21;9/5/2025;10121078;10;1;20/6/2025;9/5/2025;4500099118;30;MM08;1;13/5/2025;14/5/2025;16/5/2025;29/5/2025;19/6/2025;SAKURA MOTORS S. A.;1;0;;1;5000136224;C03;23/6/2025;3;1;MM08;FGORGONA;;8000071681;1;1;23/6/2025;FGORGONA;23/6/2025;10348;Bultos 2 LB 341;LBARTON;24/6/2025;4900339595;1;GQUEVEDO;23/6/2025;30/6/2025;30/6/2025;4900339596;1;30/6/2025;30/6/2025;;1;;;;;;6;0;1;;1;0;0;0;-3;0;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;;;;;;;;;;junio;;;3;;;;;;;;;;;;;;;;;1;;1
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066516;20;OT 50018786 - 87018;;0;;;;FROSALES;1022711;1;Materiales Stock;CUMPLIDO;COMPRESOR A/A;MM01;21;9/5/2025;10121078;20;1;20/6/2025;9/5/2025;4500099118;40;MM08;1;13/5/2025;14/5/2025;16/5/2025;29/5/2025;19/6/2025;SAKURA MOTORS S. A.;1;0;;1;5000136224;C03;23/6/2025;4;1;MM08;FGORGONA;;8000071681;1;1;23/6/2025;FGORGONA;23/6/2025;10348;Bultos 2 LB 341;LBARTON;24/6/2025;4900339595;1;GQUEVEDO;23/6/2025;30/6/2025;30/6/2025;;0;;30/6/2025;;1;;;;;;6;0;1;;1;0;0;0;-3;0;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;;;;;;;;;;junio;;;3;;;;;;;;;;;;;;;;;1;;1
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066517;10;OT 50018787 - 87055;;0;;;;FROSALES;1015947;1;Materiales genericos;CUMPLIDO;310010K020 IJ KIT EMBRAGUE HILUX;MM01;21;9/5/2025;10121079;10;1;20/6/2025;9/5/2025;4500099118;10;MM08;1;13/5/2025;14/5/2025;16/5/2025;29/5/2025;19/6/2025;SAKURA MOTORS S. A.;1;0;;1;5000136224;C03;23/6/2025;1;1;MM08;FGORGONA;;8000071680;1;1;23/6/2025;FGORGONA;23/6/2025;10348;Bultos 2 LB 341;LBARTON;24/6/2025;4900339600;1;GQUEVEDO;23/6/2025;30/6/2025;30/6/2025;4900339602;1;30/6/2025;30/6/2025;;1;;;;;;6;0;1;;1;0;0;0;-3;0;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;;;;;;;;;;junio;;;3;;;;;;;;;;;;;;;;;1;;1
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066517;20;OT 50018787 - 87055;;0;;;;FROSALES;1015947;1;Materiales genericos;CUMPLIDO;3123071052 IJ RULEM EMPUJE HILUX;MM01;21;9/5/2025;10121079;20;1;20/6/2025;9/5/2025;4500099118;20;MM08;1;13/5/2025;14/5/2025;16/5/2025;29/5/2025;19/6/2025;SAKURA MOTORS S. A.;1;0;;1;5000136224;C03;23/6/2025;2;1;MM08;FGORGONA;;8000071680;1;1;23/6/2025;FGORGONA;23/6/2025;10348;Bultos 2 LB 341;LBARTON;24/6/2025;4900339600;1;GQUEVEDO;23/6/2025;30/6/2025;30/6/2025;4900339602;1;30/6/2025;30/6/2025;;1;;;;;;6;0;1;;1;0;0;0;-3;0;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;;;;;;;;;;junio;;;3;;;;;;;;;;;;;;;;;1;;1
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066519;10;OT 50018788 - 81051;;0;;;;FROSALES;1015947;1;Materiales genericos;CUMPLIDO;23444343 - Gateway;MM01;21;9/5/2025;10121081;10;1;29/5/2025;9/5/2025;4500099600;30;MM08;1;13/5/2025;20/5/2025;23/5/2025;29/5/2025;29/5/2025;SUDAMERICANA CAMIONES SA;1;0;;1;5000134675;C03;5/6/2025;1;1;MM08;FGORGONA;;8000070795;1;1;3/6/2025;FGORGONA;5/6/2025;10144;1 341 AL;ALANDAVIDEA;10/6/2025;4900334874;1;ALAGOS;5/6/2025;12/6/2025;12/6/2025;4900334875;1;12/6/2025;12/6/2025;;7;;;;;;2;0;1;;-21;2;0;0;-5;2;5;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;1;;;;;;;;;;;;;;;;;mayo;2;;5;21;;;;;;;;;;;;;;1;;1;;2
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066706;10;OT 50018839 - 81085;;0;;;;FROSALES;1015947;1;Materiales genericos;CUMPLIDO;Vicera 78584800;MM01;21;13/5/2025;10121347;10;1;2/6/2025;13/5/2025;4500099600;10;MM08;1;19/5/2025;20/5/2025;23/5/2025;29/5/2025;29/5/2025;SUDAMERICANA CAMIONES SA;1;0;;1;5000133823;C03;28/5/2025;1;1;MM08;FDEICAS;;8000070219;1;1;28/5/2025;FDEICAS;28/5/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335448;1;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;4900335923;1;17/6/2025;13/6/2025;;1;;;;;;8;4;1;;-17;0;0;7;5;7;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;3;;;;;;6;;;junio;;;;17;;;;;;;;;;;;;1;;;1;;2
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066706;20;OT 50018839 - 81085;;0;;;;FROSALES;1015947;1;Materiales genericos;CUMPLIDO;Panel de cubierta 84466461;MM01;21;13/5/2025;10121347;20;1;2/6/2025;13/5/2025;4500099600;20;MM08;1;19/5/2025;20/5/2025;23/5/2025;29/5/2025;29/5/2025;SUDAMERICANA CAMIONES SA;1;0;;1;5000133823;C03;28/5/2025;2;1;MM08;FDEICAS;;8000070219;1;1;28/5/2025;FDEICAS;28/5/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335448;1;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;4900335923;1;17/6/2025;13/6/2025;;1;;;;;;8;4;1;;-17;0;0;7;5;7;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;3;;;;;;6;;;junio;;;;17;;;;;;;;;;;;;1;;;1;;2
00035 CASA SAN LUIS-MM;00341;ZPAS;1000066784;40;REPO MM - 0148;;0;;;;ALAGOS;1003306;2;Materiales Stock;CUMPLIDO;FILTRO DE AIRE PRIMARIO;MM01;1;14/5/2025;;0;0;3/6/2025;;;0;;0;;;;;;;0;0;;0;;;;5;0;0035;;;8000069481;2;4;;ERUARTE;19/5/2025;9889;1P CAM MENDOCINA 19.05.2025;MMORALES;20/5/2025;4900334913;2;ALAGOS;19/5/2025;12/6/2025;12/6/2025;;0;;12/6/2025;;0;;;;;;23;0;1;;;;5;0;;5;1;0;0;1;PAÑOL;PROYECTO;;;;;;;;;;;;13;1;;;;;;;;;;junio;;;;;;;;;;;1;;;;;1;;1;;;;2
00035 CASA SAN LUIS-MM;00341;ZPAS;1000066784;50;REPO MM - 0148;;0;;;;ALAGOS;1003307;2;Materiales Stock;CUMPLIDO;FILTRO AIRE SECUNDARIO;MM01;1;14/5/2025;;0;0;3/6/2025;;;0;;0;;;;;;;0;0;;0;;;;6;0;0035;;;8000069481;2;4;;ERUARTE;19/5/2025;9889;1P CAM MENDOCINA 19.05.2025;MMORALES;20/5/2025;4900334905;2;ALAGOS;19/5/2025;12/6/2025;12/6/2025;;0;;12/6/2025;;0;;;;;;23;0;1;;;;5;0;;5;1;0;0;1;PAÑOL;PROYECTO;;;;;;;;;;;;13;1;;;;;;;;;;junio;;;;;;;;;;;1;;;;;1;;1;;;;2
00035 CASA SAN LUIS-MM;00341;ZPAS;1000066784;100;REPO MM - 0148;;0;;;;ALAGOS;1002761;1;Materiales Stock;CUMPLIDO;FILTRO DE COMBUSTIBLE;MM01;1;14/5/2025;;0;0;3/6/2025;;;0;;0;;;;;;;0;0;;0;;;;2;0;0035;;;8000070882;1;2;;MLARRETA;6/6/2025;10171;1P CAM MENDOCINA 06.06.2025;ERODRIGUEZ;10/6/2025;4900334913;1;ALAGOS;6/6/2025;12/6/2025;12/6/2025;;0;;12/6/2025;;0;;;;;;2;0;1;;;;23;0;;23;4;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;;;;15;;;;16;;;;junio;;;;;;;;;15;;1;;;;;1;1;1;;;;3
00035 CASA SAN LUIS-MM;00341;ZPAS;1000066784;130;REPO MM - 0148;;0;;;;ALAGOS;1009541;2;Materiales Stock;CUMPLIDO;FILTRO HIDRAU COMPR ATL COPCO x;MM01;1;14/5/2025;;0;0;3/6/2025;;;0;;0;;;;;;;0;0;;0;;;;3;0;0035;;;8000070882;2;2;;MLARRETA;6/6/2025;10171;1P CAM MENDOCINA 06.06.2025;ERODRIGUEZ;10/6/2025;4900334913;2;ALAGOS;6/6/2025;12/6/2025;12/6/2025;;0;;12/6/2025;;0;;;;;;2;0;1;;;;23;0;;23;4;0;0;1;PAÑOL;PROYECTO;;;;;;1;;;;;;;;;15;;;;16;;;;junio;;;;;;;;;15;;1;;;;;1;1;1;;;;3
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066935;10;OT 50018893 - LLANTA;;0;;;;FROSALES;1026299;2;Materiales Stock;CUMPLIDO;DISCO LLANTA;MM01;21;16/5/2025;10121668;10;1;5/6/2025;16/5/2025;4500099600;40;MM08;1;19/5/2025;20/5/2025;23/5/2025;29/5/2025;29/5/2025;SUDAMERICANA CAMIONES SA;2;0;;2;5000133823;C03;28/5/2025;3;1;MM08;FDEICAS;;8000070220;2;1;28/5/2025;FDEICAS;28/5/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335449;2;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;;0;;13/6/2025;;1;;;;;;8;0;1;;-14;0;0;7;8;7;1;0;1;0;EQUIPOS;TRANSITORIO ROSARIO;;;;;;;;;;;;;;3;;;;;;6;;;junio;;;;14;;;;;;;;;;;;;1;;;1;;2
00341 Mov. Suelos San Luis;00341;ZPAS;1000066971;20;REPO MR - 108;;0;;;;ALAGOS;1001808;60;Materiales Stock;CUMPLIDO;UREA AZUL 32 X 10 LTS;MR01;1;16/5/2025;;0;0;20/6/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0341;;;8000071714;60;7;;PAPPELLA;23/6/2025;10388;1 LB 341;LBARTON;26/6/2025;4900346067;60;FROSALES;25/6/2025;23/7/2025;23/7/2025;;0;;23/7/2025;;0;;;;;;27;0;1;;;;38;2;;40;1;0;1;0;PAÑOL;PROYECTO;;;;;;;;;;;;17;1;32;;;;31;;2;;;junio;;;;;;;;;32;;;;;;;;1;1;;;;2
00341 Mov. Suelos San Luis;00341;ZPAN;1000066981;60;REPO GEN MR - 0049;;0;;;;ALAGOS;1016919;15;Materiales Stock S/Devol;CUMPLIDO;LUBRICANTE MULTIUSO WD-40 440CC;MR01;21;16/5/2025;10121697;60;1;5/6/2025;16/5/2025;4500099683;60;2001;1;19/5/2025;21/5/2025;21/5/2025;29/6/2025;29/6/2025;FERRETERA SAN LUIS;15;0;;15;5000134029;C27;30/5/2025;1;1;2001;FGORGONA;;8000070414;15;1;28/5/2025;FGORGONA;30/5/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335444;15;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;4900339116;15;27/6/2025;13/6/2025;;2;;;;;;8;14;1;;-45;2;0;5;8;7;1;0;1;0;SEDE;TRANSITORIO ROSARIO;;;;;;;;;;45;;;;3;;1;;;;4;;;junio;;;;;;;;;;;;;;;;;1;;1;;;2
00035 CASA SAN LUIS-MM;00341;ZPAN;1000066998;20;REPO GEN MM - 0010;;0;;;;FROSALES;1036623;6;Materiales Stock;CUMPLIDO;CRUCETA CARDAN;MM01;21;16/5/2025;10121709;20;1;5/6/2025;16/5/2025;4500100065;10;2001;1;19/5/2025;26/5/2025;27/5/2025;5/6/2025;5/6/2025;SUDAMERICANA CAMIONES SA;6;0;;6;5000134592;C03;4/6/2025;1;1;2001;AITURRIETA;;8000070713;6;1;4/6/2025;MMORALES;4/6/2025;10128;1B CAM MENDOCINA 04.06.2025;ERODRIGUEZ;5/6/2025;4900334867;6;ALAGOS;4/6/2025;12/6/2025;12/6/2025;;0;;12/6/2025;;7;;;;;;7;0;1;;-21;0;0;0;1;0;1;0;0;1;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;;;;;;;;;;;;;;;;;;junio;2;;;21;;;;;;;;;;;;;;;;1;;1
00035 CASA SAN LUIS-MM;00341;ZPAN;1000067105;10;OT 50018948 - 41082;;0;;;;FROSALES;1015947;60;Materiales genericos;CUMPLIDO;VOE 980521 - TUERCA DE CANTONERA;MM01;21;19/5/2025;10121807;10;1;20/6/2025;19/5/2025;4500100162;10;2001;1;19/5/2025;27/5/2025;29/5/2025;6/6/2025;10/6/2025;ESCANDINAVIA DEL PLATA SA;60;0;;60;5000137439;C03;3/7/2025;1;2;2001;AITURRIETA;;8000071238;60;2;30/6/2025;MMORALES;12/6/2025;10253;1B CAM MENDOCINA 13.06.2025;ERODRIGUEZ;18/6/2025;4900343345;60;ALAGOS;13/6/2025;14/7/2025;11/7/2025;4900339134;60;27/6/2025;11/7/2025;;8;;;;;;23;-17;1;;-7;3;-21;1;-10;-17;5;3;0;1;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;1;;;;;1;13;1;;;;;;;;;;junio;3;;10;7;;;;;;;;;;;;1;;1;;1;;3
00035 CASA SAN LUIS-MM;00341;ZPAN;1000067105;20;OT 50018948 - 41082;;0;;;;FROSALES;1015947;60;Materiales genericos;CUMPLIDO;VOE 983373 - TORNILLO DE CANTONERA;MM01;21;19/5/2025;10121807;20;1;20/6/2025;19/5/2025;4500100162;20;2001;1;19/5/2025;27/5/2025;29/5/2025;6/6/2025;10/6/2025;ESCANDINAVIA DEL PLATA SA;60;0;;60;5000135551;C03;12/6/2025;2;1;2001;AITURRIETA;;8000071238;60;1;12/6/2025;MMORALES;12/6/2025;10253;1B CAM MENDOCINA 13.06.2025;ERODRIGUEZ;18/6/2025;4900339133;60;ALAGOS;13/6/2025;27/6/2025;27/6/2025;4900339134;60;27/6/2025;27/6/2025;;8;;;;;;9;0;1;;-7;0;0;1;8;1;5;0;0;1;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;1;;;;;;;;;;;;;;;;;junio;3;;;7;;;;;;;;;;;;;;1;;1;;2
00035 CASA SAN LUIS-MM;00341;ZPAN;1000067105;30;OT 50018948 - 41082;;0;;;;FROSALES;1015947;6;Materiales genericos;CUMPLIDO;voe 14537760 Platinas;MM01;21;19/5/2025;10121807;30;1;20/6/2025;19/5/2025;4500100162;30;2001;1;19/5/2025;27/5/2025;29/5/2025;6/6/2025;10/6/2025;ESCANDINAVIA DEL PLATA SA;6;0;;6;5000135551;C03;12/6/2025;3;1;2001;AITURRIETA;;8000071238;6;1;12/6/2025;MMORALES;12/6/2025;10253;1B CAM MENDOCINA 13.06.2025;ERODRIGUEZ;18/6/2025;4900339133;6;ALAGOS;13/6/2025;27/6/2025;27/6/2025;4900339134;6;27/6/2025;27/6/2025;;8;;;;;;9;0;1;;-7;0;0;1;8;1;5;0;0;1;EQUIPOS;TRANSITORIO SAN JUAN;;;;;;1;;;;;;;;;;;;;;;;;junio;3;;;7;;;;;;;;;;;;;;1;;1;;2
00341 Mov. Suelos San Luis;00341;ZPAS;1000067221;60;REPO MR - 110;;0;;;;ALAGOS;1002027;2;Materiales Stock;CUMPLIDO;PANTALON TRABAJO T.46 BEIGE;MR01;1;20/5/2025;;0;0;9/6/2025;;;0;;0;;;;;;;0;0;;0;;;;1;0;0341;;;8000070483;2;2;;PAPPELLA;2/6/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335445;2;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;;0;;13/6/2025;;0;;;;;;8;0;1;;;;13;2;;15;1;0;1;0;PAÑOL;PROYECTO;;;;;;;;;;;;;;7;;;;6;;2;;;junio;;;;;;;;;7;;1;;;;;1;1;;;;;2
00341 Mov. Suelos San Luis;00341;ZPAN;1000067223;10;REPO GEN MR - 0051;;0;;;;ALAGOS;1027149;4;Materiales Stock S/Devol;CUMPLIDO;DISCO FLAP TYROLIT 115x22 GRANO 80;MR01;21;20/5/2025;10121962;10;1;9/6/2025;20/5/2025;4500099977;10;2001;1;22/5/2025;26/5/2025;26/5/2025;2/6/2025;2/6/2025;LOPEZ - FORCINITI S.A.;4;0;;4;5000134010;C27;30/5/2025;1;1;2001;FGORGONA;;8000070405;4;1;28/5/2025;FGORGONA;30/5/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335442;4;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;4900348957;4;1/8/2025;13/6/2025;;4;;;;;;8;49;1;;-14;2;0;5;12;7;1;0;1;0;SEDE;TRANSITORIO ROSARIO;;;;;;;;;;14;;;;3;;1;;;;4;;;junio;;;;;;;;;;;;;;;;;1;;1;;;2
00341 Mov. Suelos San Luis;00341;ZPAN;1000067223;70;REPO GEN MR - 0051;;0;;;;ALAGOS;1017002;10;Materiales Stock S/Devol;CUMPLIDO;PILA ALCALINA AAA;MR01;21;20/5/2025;10121962;70;1;9/6/2025;20/5/2025;4500099977;20;2001;1;22/5/2025;26/5/2025;26/5/2025;2/6/2025;2/6/2025;LOPEZ - FORCINITI S.A.;10;0;;10;5000134010;C27;30/5/2025;2;1;2001;FGORGONA;;8000070405;10;1;28/5/2025;FGORGONA;30/5/2025;10117;4 341 WP;WPUCHETA;5/6/2025;4900335442;10;GQUEVEDO;4/6/2025;13/6/2025;13/6/2025;4900342576;10;10/7/2025;13/6/2025;;4;;;;;;8;27;1;;-14;2;0;5;12;7;1;0;1;0;SEDE;TRANSITORIO ROSARIO;;;;;;;;;;14;;;;3;;1;;;;4;;;junio;;;;;;;;;;;;;;;;;1;;1;;;2
