CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTIDAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;LIBERACION SOLPED;COLOCACION OC;LIBERACIÓN OC;PLAZO ENTREGA EXCEDIDO;ENTREGA DEL PROVEEDOR;REGISTRO DE RECEPCION;PICKING;EMBALAJE;EXPEDICIÓN;TRASLADO;ENTREGA AL CLIENTE;DIAS DE DEMORA;NUMERO DE RESERVA
00365 RIO TINTO;1000086353;80;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1017005;CADENA PLASTICA ROJA Y BLANCA X ML;150,000;Materiales Stock S/Devol;ADJUDICADO;U365;1;10/4/2026;11/5/2026;10147343;80;1;10/4/2026;10/4/2026;C28;4500125316;30;4401;1;GJULIANI;17/4/2026;17/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;150,000;0,000;150,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;7;0;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086390;10;ZPAN;FILTROS VOLVO URG;;0;;;;MGAUDELLI;1002931;FILTRO ACEITE;20,000;Materiales Stock;RECEPCIONADO;U365;1;10/4/2026;24/4/2026;10147389;10;1;10/4/2026;10/4/2026;C35;4500124896;10;4401;1;FSOTO;13/4/2026;13/4/2026;15/04/2026;15/4/2026;C35;AGROABESAN SRL;20,000;0,000;0,000;20,000;5000168906;14/4/2026;0365;1;1;14/4/2026;SROMERO;;;0,000;0;;;;;;;;;0,000;;;;14/4/2026;;0,000;;0;3;0;11;-1;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086470;10;ZPAS;REP ALM 0365 - ALM44;;0;;;;AGUERRERO;1002276;PROTECTOR LATERAL BALDE;2,000;Materiales Stock;SIN TRATAMIENTO;U365;1;13/4/2026;27/4/2026;;0;0;;;;;0;;0;;;;;;;;0,000;0,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086474;10;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1001701;GUANTE NITRILO AZUL PUÑO ELASTIZADO;41,000;Materiales Stock;ADJUDICADO;U365;1;13/4/2026;13/5/2026;10147491;10;1;13/4/2026;14/4/2026;C28;4500125316;10;4401;1;GJULIANI;17/4/2026;17/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;41,000;0,000;41,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;3;0;15;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086474;120;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1036794;GUANTE ANTICORTE GRADO 3 C/CERTIFICADO;215,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;13/4/2026;13/5/2026;10147491;110;1;13/4/2026;14/4/2026;C28;4500125316;20;4401;1;GJULIANI;17/4/2026;17/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;215,000;0,000;215,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;3;0;15;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086578;10;ZPAN;OT 50025356- EX32;;0;;;;MGAUDELLI;1055322;ESPEJO RETROVISOR KOBELCO;1,000;Materiales Stock;ADJUDICADO;U365;1;14/4/2026;28/4/2026;10147690;10;1;14/4/2026;15/4/2026;AGV;4500126777;10;4401;1;ILAHORGUE;5/5/2026;5/5/2026;15/05/2026;15/5/2026;AGV;AGV MAQUINAS S.R.L.;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;20;0;37;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086622;80;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1018864;CORREA ALTERNADOR;5,000;Materiales Stock S/Devol;ADJUDICADO;U365;1;15/4/2026;14/5/2026;10147713;80;1;15/4/2026;15/4/2026;AGV;4500126987;80;4401;1;ILAHORGUE;7/5/2026;7/5/2026;14/05/2026;14/5/2026;AGV;AGV MAQUINAS S.R.L.;5,000;0,000;5,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;22;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086735;10;ZPAN;ESTUDIOS DE LABORATO;;20;;;;CSOSA;1022295;Ambiente Laboral MDHS 14/4 + NIOSH 7500;4,000;Servicios;ADJUDICADO;U365;1;16/4/2026;5/5/2026;10147867;10;1;16/4/2026;16/4/2026;C26;4500125557;10;4401;1;YCOLMAN;20/4/2026;22/4/2026;05/05/2026;5/5/2026;C26;GRUPO INDUSER SRL;4,000;0,000;4,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;4;2;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086735;20;ZPAN;ESTUDIOS DE LABORATO;;20;;;;CSOSA;1022295;Ambiente Laboral Formaldehído NIOSH 2016;1,000;Servicios;ADJUDICADO;U365;1;16/4/2026;5/5/2026;10147867;20;1;16/4/2026;16/4/2026;C26;4500125557;20;4401;1;YCOLMAN;20/4/2026;22/4/2026;05/05/2026;5/5/2026;C26;GRUPO INDUSER SRL;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;4;2;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086735;30;ZPAN;ESTUDIOS DE LABORATO;;20;;;;CSOSA;1022295;Ambiente Laboral MDHS 14/4 (06/2014);1,000;Servicios;ADJUDICADO;U365;1;16/4/2026;5/5/2026;10147867;30;1;16/4/2026;16/4/2026;C26;4500125557;30;4401;1;YCOLMAN;20/4/2026;22/4/2026;05/05/2026;5/5/2026;C26;GRUPO INDUSER SRL;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;4;2;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086735;40;ZPAN;ESTUDIOS DE LABORATO;;20;;;;CSOSA;1022295;Ambiente Laboral Soldad SMAW NIOSH 7303;2,000;Servicios;ADJUDICADO;U365;1;16/4/2026;5/5/2026;10147867;40;1;16/4/2026;16/4/2026;C26;4500125557;40;4401;1;YCOLMAN;20/4/2026;22/4/2026;05/05/2026;5/5/2026;C26;GRUPO INDUSER SRL;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;4;2;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086735;50;ZPAN;ESTUDIOS DE LABORATO;;20;;;;CSOSA;1022295;Gastos e Informes;1,000;Servicios;ADJUDICADO;U365;1;16/4/2026;5/5/2026;10147867;50;1;16/4/2026;16/4/2026;C26;4500125557;50;4401;1;YCOLMAN;20/4/2026;22/4/2026;05/05/2026;5/5/2026;C26;GRUPO INDUSER SRL;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;4;2;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086776;10;ZPAS;REP ALM 0365 - ALM44;;0;;;;AGUERRERO;1002309;PROTECTOR ESCARIFICADOR X UN;10,000;Materiales Stock;SIN TRATAMIENTO;U365;1;17/4/2026;1/5/2026;;0;0;;;;;0;;0;;;;;;;;0,000;0,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086859;20;ZPAN;REPO STOCK;;0;;;;CSOSA;1048380;FILTRO DE AIRE;2,000;Materiales Stock;ADJUDICADO;U365;20;20/4/2026;4/5/2026;10148057;20;1;20/4/2026;20/4/2026;C29;4500126177;10;UT08;1;RPEREZ;27/4/2026;27/4/2026;15/06/2026;15/6/2026;C29;IGARRETA MAQUINAS S.A.;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;7;0;62;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086861;10;ZPAS;REP ALM 0365 - ALM44;;0;;;;AGUERRERO;1001814;LIQUIDO FRENO X1LT;8,000;Materiales Stock;SIN TRATAMIENTO;U365;1;20/4/2026;4/5/2026;;0;0;;;;;0;;0;;;;;;;;0,000;0,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086939;10;ZPAN;PM_42_CC6003_Acc-AA;;20;;;;CSOSA;1012896;"KIT TUERCAS AACC 1/2"" 1/4"" BRONCE";4,000;Materiales genericos;SIN TRATAMIENTO;U365;1;20/4/2026;4/5/2026;10148137;10;1;20/4/2026;20/4/2026;C35;;0;;0;;;;;;;;0,000;4,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086943;10;ZPAN;REPO SEÑORITA;;0;;;;CSOSA;1049925;APAREJO MANUAL C/PALANCA CADENA 3TN 6MTS;2,000;Materiales usuales;ADJUDICADO;U365;1;20/4/2026;4/5/2026;10148143;10;1;20/4/2026;20/4/2026;C27;4500126312;230;4401;1;PRODRIGUEZ;28/4/2026;28/4/2026;14/05/2026;14/5/2026;C27;BOLLINI S.A;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;8;0;30;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086944;20;ZPAN;PEDIDO URGENTE;;0;;;;CSOSA;1012896;brida de 20 fusión verde P/TANQUE;1,000;Materiales genericos;ADJUDICADO;U365;1;20/4/2026;4/5/2026;10148146;20;1;20/4/2026;20/4/2026;C35;4500126646;10;4401;1;FSOTO;4/5/2026;4/5/2026;04/05/2026;4/5/2026;C35;GO CLEAN S.A.S.;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;14;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;10;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1015800;GUANTE VAQUETA MEDIO PASEO FORRADO X PAR;150,000;Materiales Stock S/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;10;1;21/4/2026;21/4/2026;C28;4500125783;10;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;150,000;0,000;150,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;60;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1042016;CAMPERA ABRIGO ROJA T.S;2,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;550;1;22/4/2026;22/4/2026;C28;4500125783;430;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;70;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1042017;CAMPERA ABRIGO ROJA T.M;3,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;560;1;22/4/2026;22/4/2026;C28;4500125783;440;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;3,000;0,000;3,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;80;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1042018;CAMPERA ABRIGO ROJA T.L;19,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;570;1;22/4/2026;22/4/2026;C28;4500125783;450;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;19,000;0,000;19,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;90;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1042019;CAMPERA ABRIGO ROJA T.XL;10,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;540;1;22/4/2026;22/4/2026;C28;4500125783;420;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;10,000;0,000;10,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;100;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1042020;CAMPERA ABRIGO ROJA T.XXL;3,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;530;1;22/4/2026;22/4/2026;C28;4500125783;410;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;3,000;0,000;3,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;110;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1042021;CAMPERA ABRIGO ROJA T.XXXL;6,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;520;1;22/4/2026;22/4/2026;C28;4500125783;400;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;6,000;0,000;6,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;120;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1002049;CAMPERA 2 PIEL T. S;14,000;Materiales Stock;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;120;1;21/4/2026;21/4/2026;C28;4500125783;50;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;14,000;0,000;14,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;220;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1002011;PANTALON JEAN T.38;5,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;21/4/2026;8/5/2026;10148167;220;1;21/4/2026;21/4/2026;C28;4500125783;150;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;5,000;0,000;1,000;4,000;5000170978;29/4/2026;;0;1;29/4/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;29/4/2026;;0,000;;0;1;2;17;-6;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;250;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1002015;PANTALON JEAN T.46;25,000;Materiales Stock;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;250;1;21/4/2026;21/4/2026;C28;4500125783;180;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;25,000;0,000;25,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;260;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1002016;PANTALON JEAN T.48;29,000;Materiales Stock;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;260;1;21/4/2026;21/4/2026;C28;4500125783;190;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;29,000;0,000;29,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;2;17;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;270;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1002017;PANTALON JEAN T.50;38,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;21/4/2026;8/5/2026;10148167;270;1;21/4/2026;21/4/2026;C28;4500125783;200;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;38,000;0,000;5,000;33,000;5000170978;29/4/2026;;0;1;29/4/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;29/4/2026;;0,000;;0;1;2;17;-6;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;280;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1002018;PANTALON JEAN T.52;40,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;21/4/2026;8/5/2026;10148167;280;1;21/4/2026;21/4/2026;C28;4500125783;210;4401;1;GJULIANI;22/4/2026;24/4/2026;05/05/2026;5/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;40,000;0,000;7,000;33,000;5000170978;29/4/2026;;0;1;29/4/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;29/4/2026;;0,000;;0;1;2;17;-6;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;470;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1009474;"PANTALON TERMICO ""ROJO"" T S";5,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;21/4/2026;8/5/2026;10148167;580;1;23/4/2026;23/4/2026;C28;4500125973;20;4401;1;GJULIANI;24/4/2026;28/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;5,000;0,000;4,000;1,000;5000172058;7/5/2026;;0;1;7/5/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;7/5/2026;;0,000;;0;1;4;20;-1;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;480;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1009475;"PANTALON TERMICO ""ROJO"" T M";15,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;21/4/2026;8/5/2026;10148167;590;1;23/4/2026;23/4/2026;C28;4500125973;30;4401;1;GJULIANI;24/4/2026;28/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;15,000;0,000;7,000;8,000;5000172058;7/5/2026;;0;1;7/5/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;7/5/2026;;0,000;;0;1;4;20;-1;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;510;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1009479;"PANTALON TERMICO ""ROJO"" T XXXL";30,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;21/4/2026;8/5/2026;10148167;620;1;23/4/2026;23/4/2026;C28;4500125973;60;4401;1;GJULIANI;24/4/2026;28/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;30,000;0,000;6,000;24,000;5000172058;7/5/2026;;0;1;7/5/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;7/5/2026;;0,000;;0;1;4;20;-1;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;520;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1001761;BOTIN MARRON/NEGRO FLOR P.ACERO N 45;7,000;Materiales Stock;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;630;1;25/4/2026;25/4/2026;C28;4500126094;10;4401;1;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;7,000;0,000;7,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;2;1;27;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;530;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1001760;BOTINMARRON/NEGRO FLOR P.ACERO N 44;11,000;Materiales Stock;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;640;1;25/4/2026;25/4/2026;C28;4500126094;20;4401;1;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;11,000;0,000;11,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;2;1;27;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086959;540;ZPAN;PEDIDO ROPA;;0;;;;CSOSA;1009477;"PANTALON TERMICO ""ROJO"" T XL";50,000;Materiales Stock;ADJUDICADO;U365;1;21/4/2026;8/5/2026;10148167;650;1;25/4/2026;25/4/2026;C28;4500126094;30;4401;1;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;50,000;0,000;50,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;2;1;27;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000087098;90;ZPAN;PM N°93;;0;;;;MGAUDELLI;1012807;RIEL DIN RANURADO 1MT;10,000;Materiales genericos;ADJUDICADO;U365;1;22/4/2026;6/5/2026;10148365;90;1;22/4/2026;22/4/2026;C11;4500126601;90;4401;1;PRODRIGUEZ;4/5/2026;6/5/2026;06/05/2026;6/5/2026;C11;ROVI S.R.L.;10,000;0,000;10,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;12;2;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000087098;100;ZPAN;PM N°93;;0;;;;MGAUDELLI;1011093;OJO DE BUEY VERDE 220V;12,000;Materiales usuales;RECEPCIONADO PARCIAL;U365;1;22/4/2026;6/5/2026;10148365;100;1;22/4/2026;22/4/2026;C11;4500126601;100;4401;1;PRODRIGUEZ;4/5/2026;6/5/2026;06/05/2026;6/5/2026;C11;ROVI S.R.L.;12,000;0,000;8,000;4,000;5000172722;12/5/2026;;0;1;12/5/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;12/5/2026;;0,000;;0;12;2;20;6;0;0;0;0;0;0;6;0
00365 RIO TINTO;1000087098;110;ZPAN;PM N°93;;0;;;;MGAUDELLI;1012807;GABINETE MET EXT 54 BOCAS 45X45 C/CONTRA;2,000;Materiales genericos;RECEPCIONADO PARCIAL;U365;1;22/4/2026;6/5/2026;10148365;110;1;22/4/2026;22/4/2026;C11;4500126601;110;4401;1;PRODRIGUEZ;4/5/2026;6/5/2026;06/05/2026;6/5/2026;C11;ROVI S.R.L.;2,000;0,000;1,000;1,000;5000172722;12/5/2026;;0;1;12/5/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;12/5/2026;;0,000;;0;12;2;20;6;0;0;0;0;0;0;6;0
00365 RIO TINTO;1000087098;180;ZPAN;PM N°93;;0;;;;MGAUDELLI;1012807;CONTROLADOR CARGA SOLAR 12VCC;2,000;Materiales genericos;SIN TRATAMIENTO;U365;1;22/4/2026;6/5/2026;10148365;180;1;22/4/2026;22/4/2026;C11;;0;;0;;;;;;;;0,000;2,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000087107;10;ZPAN;PM N°95;;0;;;;MGAUDELLI;1012896;CARRO PORTA BULTO CARGA 200KG;2,000;Materiales genericos;ADJUDICADO;U365;1;22/4/2026;6/5/2026;10148374;10;1;22/4/2026;23/4/2026;C27;4500126312;80;4401;1;PRODRIGUEZ;28/4/2026;28/4/2026;05/05/2026;5/5/2026;C27;BOLLINI S.A;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;5;0;19;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000087107;20;ZPAN;PM N°95;;0;;;;MGAUDELLI;1012869;"CARBON P AMOL DWE4557-AR 7"" 180MM";6,000;Materiales genericos;ADJUDICADO;U365;1;22/4/2026;6/5/2026;10148374;20;1;22/4/2026;23/4/2026;C27;4500126534;10;4401;1;PRODRIGUEZ;30/4/2026;30/4/2026;08/05/2026;8/5/2026;C27;BOLLINI S.A;6,000;0,000;6,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;7;0;22;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000087107;130;ZPAN;PM N°95;;0;;;;MGAUDELLI;1012867;PRECINTO 4.8X400;100,000;Materiales genericos;ADJUDICADO;U365;1;22/4/2026;6/5/2026;10148374;130;1;22/4/2026;23/4/2026;C27;4500126312;180;4401;1;PRODRIGUEZ;28/4/2026;28/4/2026;05/05/2026;5/5/2026;C27;BOLLINI S.A;100,000;0,000;100,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;5;0;19;0;0;0;0;0;0;0;0;0
