CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTIDAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;LIBERACION SOLPED;COLOCACION OC;LIBERACIÓN OC;PLAZO ENTREGA EXCEDIDO;ENTREGA DEL PROVEEDOR;REGISTRO DE RECEPCION;PICKING;EMBALAJE;EXPEDICIÓN;TRASLADO;ENTREGA AL CLIENTE;DIAS DE DEMORA;NUMERO DE RESERVA
00365 RIO TINTO;1000084393;60;ZPAN;Sistema de asentamie;;1;;;;CSOSA;1012893;GK-404;1,000;Materiales genericos;ADJUDICADO;MR01;20;9/3/2026;20/4/2026;10144889;60;1;9/3/2026;9/3/2026;C20;4500122632;60;2001;1;VBARRA;16/3/2026;16/3/2026;30/03/2026;8/5/2026;C20;GEOKON;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;7;0;-1;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000084393;70;ZPAN;Sistema de asentamie;;1;;;;CSOSA;1012893;8940-01C-CBL;11,000;Materiales genericos;ADJUDICADO;MR01;20;9/3/2026;20/4/2026;10144889;70;1;9/3/2026;9/3/2026;C20;4500122632;70;2001;1;VBARRA;16/3/2026;16/3/2026;30/03/2026;8/5/2026;C20;GEOKON;11,000;0,000;11,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;7;0;-1;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000084393;80;ZPAN;Sistema de asentamie;;1;;;;CSOSA;1012893;KIT-GEONET-C;4,000;Materiales genericos;ADJUDICADO;MR01;20;9/3/2026;20/4/2026;10144889;80;1;9/3/2026;9/3/2026;C20;4500122632;80;2001;1;VBARRA;16/3/2026;16/3/2026;30/03/2026;8/5/2026;C20;GEOKON;4,000;0,000;4,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;7;0;-1;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000084393;90;ZPAN;Sistema de asentamie;;1;;;;CSOSA;1012893;FREIGHT CHARGE;1,000;Materiales genericos;ADJUDICADO;MR01;20;9/3/2026;20/4/2026;10144889;90;1;9/3/2026;9/3/2026;C20;4500122632;90;2001;1;VBARRA;16/3/2026;16/3/2026;30/03/2026;8/5/2026;C20;GEOKON;1,000;0,000;1,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;7;0;-1;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000084473;60;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1048576;CORREA LISA;19,000;Materiales Stock;DESPACHADO;U365;20;10/3/2026;7/4/2026;10144973;50;1;10/3/2026;10/3/2026;C03;4500122272;10;UT07;1;EFUNES;11/3/2026;11/3/2026;07/04/2026;7/4/2026;C03;RODRIGUEZ CLAUDIO;19,000;0,000;0,000;19,000;5000165725;17/3/2026;UT07;1;1;14/3/2026;AITURRIETA;;8000087274;19,000;1;AITURRIETA;17/3/2026;27/3/2026;13946;1B CRUZ DEL SUR 17.03.2026;ERODRIGUEZ;17/3/2026;;0,000;;;;;;0,000;;0;1;0;20;-24;3;0;0;10;0;0;0;0
00365 RIO TINTO;1000084860;20;ZPAN;PM N°88 TALLER;;0;;;;MGAUDELLI;1001834;CUBIERTA 265 65 17 DUELER A T 693;10,000;Materiales Stock;DESPACHADO;U365;20;14/3/2026;28/3/2026;10145460;20;1;14/3/2026;14/3/2026;C03;4500122705;20;UT08;1;WVENTURINI;17/3/2026;18/3/2026;28/03/2026;28/3/2026;C03;GOMERIA ALICIA S.A.;10,000;0,000;0,000;10,000;5000167041;27/3/2026;UT08;2;1;27/3/2026;LBARTON;;8000087945;10,000;1;LBARTON;27/3/2026;31/3/2026;14123;4 365 CC;CCARRIL;30/3/2026;;0,000;;;;;;0,000;;0;3;1;20;-1;0;0;3;1;0;0;0;0
00365 RIO TINTO;1000084862;250;ZPAN;PM N°27 - OT;;0;;;;MGAUDELLI;1028111;"Niple NPT 1"" Sch 80 de 200mm";4,000;Materiales Stock S/Devol;ADJUDICADO;U365;1;14/3/2026;24/3/2026;10145462;250;1;14/3/2026;16/3/2026;C35;4500125549;50;4401;1;FSOTO;20/4/2026;20/4/2026;24/03/2026;24/3/2026;C35;POBERAJ S.A.;4,000;0,000;4,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;2;35;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085208;30;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1018869;CANTONERA HENSLEY;6,000;Materiales Stock S/Devol;SIN TRATAMIENTO;U365;1;20/3/2026;17/4/2026;10145881;30;1;20/3/2026;20/3/2026;AGV;;0;;0;;;;;;;;0,000;6,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085295;30;ZPAN;OT-50024613;;0;;;;MGAUDELLI;1004519;PLACA CIERRE PATIN LATERAL;6,000;Materiales Stock;DESPACHADO;U365;20;22/3/2026;7/4/2026;10146030;30;1;22/3/2026;23/3/2026;C29;4500123514;80;UT08;1;RPEREZ;26/3/2026;30/3/2026;;7/4/2026;C03;AGRONORTE S.R.L.;6,000;0,000;0,000;6,000;5000168567;10/4/2026;UT08;7;1;7/4/2026;LBARTON;;8000089159;6,000;1;PAPPELLA;20/4/2026;14/4/2026;;;;;;0,000;;;;;;0,000;;1;3;4;-739.694;0;3;10;0;0;0;0;0;0
00365 RIO TINTO;1000085364;20;ZPAN;PM N°26 SSYMA;;0;;;;MGAUDELLI;1000042;BOTIQUIN 1ROS. AUXILIOS N 6;50,000;Materiales Stock;CUMPLIDO PARCIAL;U365;1;24/3/2026;7/4/2026;10146135;20;1;24/3/2026;25/3/2026;C28;4500126405;20;4401;2;GJULIANI;29/4/2026;29/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;50,000;0,000;11,000;39,000;5000171186;30/4/2026;;0;1;30/4/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;30/4/2026;;0,000;;1;35;0;51;-8;0;0;0;0;0;0;23;0
00365 RIO TINTO;1000085401;150;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002198;CORREA DE MOTOR;2,000;Materiales Stock;ADJUDICADO;U365;1;25/3/2026;27/4/2026;10146171;150;1;25/3/2026;26/3/2026;C29;4500123745;10;4401;1;MFREIJOMIL;30/3/2026;30/3/2026;27/04/2026;12/5/2026;C29;FINNING ARGENTINA S.A.;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;4;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085401;170;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002207;CORREA ALTERNADOR;4,000;Materiales Stock;CUMPLIDO PARCIAL;U365;20;25/3/2026;27/4/2026;10146171;170;1;25/3/2026;26/3/2026;C29;4500123505;10;UT08;1;MFREIJOMIL;26/3/2026;26/3/2026;27/04/2026;15/5/2026;C29;GRUAS SAN BLAS S.A;4,000;0,000;1,000;3,000;5000170921;28/4/2026;;0;3;27/4/2026;LNASUTI;;8000089615;3,000;1;LNASUTI;28/4/2026;28/4/2026;14505;3 BULTO 365 CC;CCARRIL;28/4/2026;4900441123;3,000;JBASSANI;5/5/2026;28/4/2026;28/4/2026;;0,000;;1;0;0;20;0;1;0;0;0;0;0;8;0
00365 RIO TINTO;1000085401;390;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1003162;FILTRO EN LINEA DE PRESION;2,000;Materiales Stock;ADJUDICADO;U365;20;25/3/2026;27/4/2026;10146171;390;1;25/3/2026;26/3/2026;C29;4500124336;20;UT08;1;RPEREZ;7/4/2026;7/4/2026;16/04/2026;15/5/2026;C29;ROMAGNOLI SILVANA LORENA;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;1;12;0;9;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085591;10;ZPAN;PEDIDO URGENTE INICI;;1;;;;CSOSA;1054684;FILTRO AIRE PRIMARIO;2,000;Materiales Stock;ADJUDICADO;U365;1;27/3/2026;10/4/2026;10146450;10;1;27/3/2026;27/3/2026;AGV;4500125407;10;4401;1;MREY;17/4/2026;17/4/2026;27/04/2026;27/4/2026;AGV;SERVICIOS VIALES DE STA. FE SA;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;21;0;37;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085591;20;ZPAN;PEDIDO URGENTE INICI;;1;;;;CSOSA;1054686;FILTRO AIRE SECUNDARIO;2,000;Materiales Stock;ADJUDICADO;U365;1;27/3/2026;10/4/2026;10146450;20;1;27/3/2026;27/3/2026;AGV;4500125407;20;4401;1;MREY;17/4/2026;17/4/2026;27/04/2026;27/4/2026;AGV;SERVICIOS VIALES DE STA. FE SA;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;21;0;37;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085591;30;ZPAN;PEDIDO URGENTE INICI;;1;;;;CSOSA;1028199;FILTRO REFRIGERANTE;2,000;Materiales Stock S/Devol;ADJUDICADO;U365;1;27/3/2026;10/4/2026;10146450;30;1;27/3/2026;27/3/2026;AGV;4500123994;30;4401;1;MREY;1/4/2026;1/4/2026;10/04/2026;10/4/2026;AGV;SERVICIOS VIALES DE STA. FE SA;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;5;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085591;40;ZPAN;PEDIDO URGENTE INICI;;1;;;;CSOSA;1054687;FILTRO REFRIGERANTE;2,000;Materiales Stock;ADJUDICADO;U365;1;27/3/2026;10/4/2026;10146450;40;1;27/3/2026;27/3/2026;AGV;4500123994;40;4401;1;MREY;1/4/2026;1/4/2026;10/04/2026;10/4/2026;AGV;SERVICIOS VIALES DE STA. FE SA;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;5;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085700;10;ZPAN;PM_34_CC6003_Herram-;;20;;;;CSOSA;1012896;HOJA P/ SIERRA SABLE ELEC 1200W DEWALT;30,000;Materiales genericos;RECEPCIONADO PARCIAL;U365;1;29/3/2026;12/4/2026;10146542;30;2;9/5/2026;9/5/2026;C35;4500127240;10;4401;2;FSOTO;11/5/2026;11/5/2026;14/05/2026;14/5/2026;C35;FLORES CARLOS FELIPE Y OTROS S H;30,000;0,000;16,000;14,000;5000172061;7/5/2026;;0;1;7/5/2026;JBASSANI;;;0,000;0;;;;;;;;;0,000;;;;7/5/2026;;0,000;;0;2;0;52;-7;0;0;0;0;0;0;25;0
00365 RIO TINTO;1000085725;10;ZPAS;REP ALM 0365 - ALM44;;0;;;;AGUERRERO;1002925;FILTRO AIRE PRIMARIO;4,000;Materiales Stock;SIN TRATAMIENTO;U365;1;30/3/2026;13/4/2026;;0;0;;;;;0;;0;;;;;;;;0,000;0,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;40;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1001757;BOTIN MARRON/NEGRO FLOR P.ACERO N 41;11,000;Materiales Stock;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;40;1;30/3/2026;30/3/2026;C28;4500126094;70;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;11,000;0,000;11,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;50;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1001759;BOTIN MARRON/NEGRO FLOR P.ACERO N 43;8,000;Materiales Stock;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;50;1;30/3/2026;30/3/2026;C28;4500126094;80;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;8,000;0,000;8,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;90;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002017;PANTALON JEAN T.50;12,000;Materiales Stock;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;90;1;30/3/2026;30/3/2026;C28;4500126094;90;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;12,000;0,000;12,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;100;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002018;PANTALON JEAN T.52;9,000;Materiales Stock;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;100;1;30/3/2026;30/3/2026;C28;4500126094;100;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;9,000;0,000;9,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;120;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002055;MEDIAS TERMICAS T. UNICO PARA -10 GRADOS;38,000;Materiales Stock;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;120;1;30/3/2026;30/3/2026;C28;4500126094;110;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;38,000;0,000;38,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;140;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002069;PANTALON PRIMERA PIEL T.XXXL;16,000;Materiales Stock;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;140;1;30/3/2026;30/3/2026;C28;4500126094;120;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;16,000;0,000;16,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085726;270;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1042132;CAMISA JEAN T.46;30,000;Materiales Stock C/Devol;ADJUDICADO;U365;1;30/3/2026;30/4/2026;10146568;260;1;30/3/2026;30/3/2026;C28;4500126094;130;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;30,000;0,000;30,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;28;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085808;10;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1001682;MAMELUCODE CLAMINADOL XL60GRBLANCO;190,000;Materiales Stock;ADJUDICADO;U365;1;31/3/2026;30/4/2026;10146663;10;1;31/3/2026;31/3/2026;C28;4500126094;50;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;190,000;0,000;190,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;27;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085808;20;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1001756;BOTIN MARRON/NEGRO FLOR P.ACERO N 40;5,000;Materiales Stock;ADJUDICADO;U365;1;31/3/2026;30/4/2026;10146663;20;1;31/3/2026;31/3/2026;C28;4500126094;60;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;5,000;0,000;5,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;27;1;35;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085808;30;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002480;FILTRO ACEITE;9,000;Materiales Stock;ADJUDICADO;U365;1;31/3/2026;30/4/2026;10146663;30;1;31/3/2026;31/3/2026;C29;4500124017;20;4401;1;RPEREZ;1/4/2026;1/4/2026;12/04/2026;12/5/2026;C29;SERVICIOS VIALES DE STA. FE SA;9,000;0,000;9,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;0;2;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085808;40;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002566;FILTRO LINEA COMBUSTIBLE;8,000;Materiales Stock;ADJUDICADO;U365;1;31/3/2026;30/4/2026;10146663;40;1;31/3/2026;31/3/2026;C29;4500124017;30;4401;1;RPEREZ;1/4/2026;1/4/2026;12/04/2026;12/5/2026;C29;SERVICIOS VIALES DE STA. FE SA;8,000;0,000;8,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;0;2;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085808;50;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002832;FILTRO COMBUSTIBLE;5,000;Materiales Stock;ADJUDICADO;U365;1;31/3/2026;30/4/2026;10146663;50;1;31/3/2026;31/3/2026;C29;4500124017;10;4401;1;RPEREZ;1/4/2026;1/4/2026;12/04/2026;12/5/2026;C29;SERVICIOS VIALES DE STA. FE SA;5,000;0,000;5,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;1;0;2;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085874;20;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1003161;FILTRO DE RETORNO;4,000;Materiales Stock;ADJUDICADO;U365;20;1/4/2026;1/5/2026;10146749;20;1;1/4/2026;4/4/2026;C29;4500124336;10;UT08;1;RPEREZ;7/4/2026;7/4/2026;16/04/2026;15/5/2026;C29;ROMAGNOLI SILVANA LORENA;4,000;0,000;4,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;3;3;0;5;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085917;10;ZPAN;BOTINES URGENTES;;1;;;;CSOSA;1001756;BOTIN MARRON/NEGRO FLOR P.ACERO N 40;10,000;Materiales Stock;RECEPCIONADO;U365;1;1/4/2026;15/4/2026;10146832;10;1;1/4/2026;1/4/2026;C01;4500124059;40;4401;1;CSOSA;1/4/2026;1/4/2026;15/04/2026;15/4/2026;C01;ANTONIO B ATENOR E HIJOS S R L;10,000;0,000;0,000;10,000;5000167687;3/4/2026;0365;4;1;3/4/2026;TERAZU;;;0,000;0;;;;;;;;;0,000;;;;3/4/2026;;0,000;;0;0;0;20;-12;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085917;20;ZPAN;BOTINES URGENTES;;1;;;;CSOSA;1001757;BOTIN MARRON/NEGRO FLOR P.ACERO N 41;10,000;Materiales Stock;RECEPCIONADO;U365;1;1/4/2026;15/4/2026;10146832;20;1;1/4/2026;1/4/2026;C01;4500124059;30;4401;1;CSOSA;1/4/2026;1/4/2026;15/04/2026;15/4/2026;C01;ANTONIO B ATENOR E HIJOS S R L;10,000;0,000;0,000;10,000;5000167687;3/4/2026;0365;3;1;3/4/2026;TERAZU;;;0,000;0;;;;;;;;;0,000;;;;3/4/2026;;0,000;;0;0;0;20;-12;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085917;30;ZPAN;BOTINES URGENTES;;1;;;;CSOSA;1001759;BOTIN MARRON/NEGRO FLOR P.ACERO N 43;10,000;Materiales Stock;RECEPCIONADO;U365;1;1/4/2026;15/4/2026;10146832;30;1;1/4/2026;1/4/2026;C01;4500124059;10;4401;1;CSOSA;1/4/2026;1/4/2026;15/04/2026;15/4/2026;C01;ANTONIO B ATENOR E HIJOS S R L;10,000;0,000;0,000;10,000;5000167687;3/4/2026;0365;1;1;3/4/2026;TERAZU;;;0,000;0;;;;;;;;;0,000;;;;3/4/2026;;0,000;;0;0;0;20;-12;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085917;40;ZPAN;BOTINES URGENTES;;1;;;;CSOSA;1001758;BOTIN MARRON/NEGRO FLOR P.ACERO N 42;10,000;Materiales Stock;RECEPCIONADO;U365;1;1/4/2026;15/4/2026;10146832;40;1;1/4/2026;1/4/2026;C01;4500124059;20;4401;1;CSOSA;1/4/2026;1/4/2026;15/04/2026;15/4/2026;C01;ANTONIO B ATENOR E HIJOS S R L;10,000;0,000;0,000;10,000;5000167687;3/4/2026;0365;2;1;3/4/2026;TERAZU;;;0,000;0;;;;;;;;;0,000;;;;3/4/2026;;0,000;;0;0;0;20;-12;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000085973;180;ZPAN;PM 29 BASE SALTA;;0;;;;CSOSA;1001920;ROLLO DE FLEJE PLASTICO 13MMX0,60MMX200M;2,000;Materiales Stock;ADJUDICADO;U365;1;3/4/2026;17/4/2026;10146877;180;1;3/4/2026;6/4/2026;C35;4500124273;170;4401;1;FSOTO;7/4/2026;7/4/2026;17/04/2026;8/4/2026;C35;GO CLEAN S.A.S.;2,000;0,000;2,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;3;1;0;20;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086035;80;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1002015;PANTALON JEAN T.46;12,000;Materiales Stock;ADJUDICADO;U365;1;6/4/2026;6/5/2026;10146937;80;1;6/4/2026;6/4/2026;C28;4500126094;40;4401;2;GJULIANI;27/4/2026;28/4/2026;15/05/2026;15/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;12,000;0,000;12,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;21;1;29;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086067;10;ZPAN;PEDIDO INICIAL;;20;;;;CSOSA;1055070;ACEITE TRANSMISION - S6 ATF A295;3,000;Materiales Stock;ADJUDICADO PARCIAL;U365;1;6/4/2026;20/4/2026;10147003;10;1;6/4/2026;6/4/2026;C29;4500125013;10;4401;2;FBERARDO;14/4/2026;15/4/2026;30/04/2026;15/5/2026;C29;AGRO SUPPLIES SRL;2,000;1,000;3,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;8;0;30;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086129;100;ZPAN;PM 91 TALLER;;20;;;;CSOSA;1012896;Electrodos Conarco C - 0303715 x kg;1,000;Materiales genericos;DESPACHADO;U365;20;7/4/2026;21/4/2026;10147050;100;1;7/4/2026;7/4/2026;C27;4500126607;10;UT08;1;PRODRIGUEZ;4/5/2026;4/5/2026;11/05/2026;11/5/2026;C27;FERRETERA SAN LUIS;1,000;0,000;0,000;1,000;5000172268;8/5/2026;UT08;1;1;6/5/2026;LNASUTI;;8000090156;1,000;1;LNASUTI;8/5/2026;12/5/2026;14653;1 365 CC;CCARRIL;9/5/2026;;0,000;;;;;;0,000;;0;27;0;40;-5;2;0;1;3;0;0;0;0
00365 RIO TINTO;1000086147;10;ZPAN;REPO;;0;;;;CSOSA;1001828;CUBIERTA 12.00 R20 TG85 (TRACCION);18,000;Materiales Stock;CUMPLIDO PARCIAL;U365;20;7/4/2026;5/5/2026;10147083;10;1;7/4/2026;7/4/2026;C03;4500124795;10;UT08;1;WVENTURINI;13/4/2026;15/4/2026;05/05/2026;15/5/2026;C03;NEUMATICOS GOODYEAR S R L;18,000;0,000;7,000;11,000;5000171473;4/5/2026;;0;1;4/5/2026;LNASUTI;;8000089847;11,000;1;LNASUTI;4/5/2026;6/5/2026;14564;3 365 CC;CCARRIL;5/5/2026;4900443187;11,000;JBASSANI;11/5/2026;6/5/2026;6/5/2026;;0,000;;0;6;2;20;-1;0;0;1;1;0;0;6;0
00365 RIO TINTO;1000086187;140;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1048886;FILTRO AIRE PRIMARIO ADMISION;4,000;Materiales Stock;SIN TRATAMIENTO;U365;1;8/4/2026;8/5/2026;10147132;130;1;8/4/2026;10/4/2026;AGV;;0;;0;;;;;;;;0,000;4,000;0,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;2;0;0;0;0;0;0;0;0;0;0;0;0
00365 RIO TINTO;1000086268;10;ZPAN;REP ALM 0365;;0;;;;AGUERRERO;1001717;PROTECTOR FACIAL BURBUJA INCOLORO;13,000;Materiales Stock;ADJUDICADO;U365;1;9/4/2026;11/5/2026;10147237;10;1;9/4/2026;9/4/2026;C28;4500125316;40;4401;1;GJULIANI;17/4/2026;17/4/2026;08/05/2026;8/5/2026;C28;FLORES CARLOS FELIPE Y OTROS S H;13,000;0,000;13,000;0,000;;;;0;0;;;;;0,000;0;;;;;;;;;0,000;;;;;;0,000;;0;8;0;17;0;0;0;0;0;0;0;0;0
